countystate,county,price,state,FIPS
"Blaine County, NE",Blaine,3.226,NE,31009
"Boone County, NE",Boone,3.226,NE,31011
"Box Butte County, NE",Box Butte,3.226,NE,31013
"Boyd County, NE",Boyd,3.226,NE,31015
"Brown County, NE",Brown,3.226,NE,31017
"Buffalo County, NE",Buffalo,3.324,NE,31019
"Burt County, NE",Burt,3.226,NE,31021
"Butler County, NE",Butler,3.226,NE,31023
"Cass County, NE",Cass,3.299,NE,31025
"Cedar County, NE",Cedar,3.226,NE,31027
"Chase County, NE",Chase,3.226,NE,31029
"Cherry County, NE",Cherry,3.226,NE,31031
"Cheyenne County, NE",Cheyenne,3.226,NE,31033
"Clay County, NE",Clay,3.226,NE,31035
"Colfax County, NE",Colfax,3.226,NE,31037
"Cuming County, NE",Cuming,3.226,NE,31039
"Custer County, NE",Custer,3.226,NE,31041
"Dakota County, NE",Dakota,3.279,NE,31043
"Dawes County, NE",Dawes,3.299,NE,31045
"Dawson County, NE",Dawson,3.099,NE,31047
"Deuel County, NE",Deuel,3.226,NE,31049
"Dixon County, NE",Dixon,3.226,NE,31051
"Dodge County, NE",Dodge,3.196,NE,31053
"Douglas County, NE",Douglas,3.099,NE,31055
"Dundy County, NE",Dundy,3.226,NE,31057
"Fillmore County, NE",Fillmore,3.226,NE,31059
"Franklin County, NE",Franklin,3.226,NE,31061
"Frontier County, NE",Frontier,3.226,NE,31063
"Furnas County, NE",Furnas,3.226,NE,31065
"Gage County, NE",Gage,3.226,NE,31067
"Garden County, NE",Garden,3.226,NE,31069
"Garfield County, NE",Garfield,3.226,NE,31071
"Gosper County, NE",Gosper,3.226,NE,31073
"Grant County, NE",Grant,3.226,NE,31075
"Greeley County, NE",Greeley,3.226,NE,31077
"Hall County, NE",Hall,3.074,NE,31079
"Hamilton County, NE",Hamilton,3.189,NE,31081
"Harlan County, NE",Harlan,3.226,NE,31083
"Hayes County, NE",Hayes,3.226,NE,31085
"Hitchcock County, NE",Hitchcock,3.226,NE,31087
"Holt County, NE",Holt,3.226,NE,31089
"Hooker County, NE",Hooker,3.226,NE,31091
"Howard County, NE",Howard,3.226,NE,31093
"Jefferson County, NE",Jefferson,3.226,NE,31095
"Johnson County, NE",Johnson,3.226,NE,31097
"Kearney County, NE",Kearney,3.226,NE,31099
"Keith County, NE",Keith,2.849,NE,31101
"Keya Paha County, NE",Keya Paha,3.226,NE,31103
"Kimball County, NE",Kimball,3.226,NE,31105
"Knox County, NE",Knox,3.226,NE,31107
"Lancaster County, NE",Lancaster,3.239,NE,31109
"Lincoln County, NE",Lincoln,3.132,NE,31111
"Logan County, NE",Logan,3.226,NE,31113
"Loup County, NE",Loup,3.226,NE,31115
"Madison County, NE",Madison,3.091,NE,31119
"McPherson County, NE",McPherson,3.226,NE,31117
"Merrick County, NE",Merrick,3.226,NE,31121
"Morrill County, NE",Morrill,3.226,NE,31123
"Nance County, NE",Nance,3.226,NE,31125
"Nemaha County, NE",Nemaha,3.226,NE,31127
"Nuckolls County, NE",Nuckolls,3.226,NE,31129
"Otoe County, NE",Otoe,3.226,NE,31131
"Pawnee County, NE",Pawnee,3.226,NE,31133
"Perkins County, NE",Perkins,3.226,NE,31135
"Phelps County, NE",Phelps,3.226,NE,31137
"Pierce County, NE",Pierce,3.226,NE,31139
"Platte County, NE",Platte,3.226,NE,31141
"Polk County, NE",Polk,3.226,NE,31143
"Red Willow County, NE",Red Willow,3.226,NE,31145
"Richardson County, NE",Richardson,3.226,NE,31147
"Rock County, NE",Rock,3.226,NE,31149
"Saline County, NE",Saline,3.226,NE,31151
"Sarpy County, NE",Sarpy,3.227,NE,31153
"Saunders County, NE",Saunders,3.199,NE,31155
"Scotts Bluff County, NE",Scotts Bluff,3.192,NE,31157
"Seward County, NE",Seward,3.199,NE,31159
"Sheridan County, NE",Sheridan,3.226,NE,31161
"Sherman County, NE",Sherman,3.226,NE,31163
"Sioux County, NE",Sioux,3.226,NE,31165
"Stanton County, NE",Stanton,3.226,NE,31167
"Thayer County, NE",Thayer,3.226,NE,31169
"Thomas County, NE",Thomas,3.226,NE,31171
"Thurston County, NE",Thurston,3.226,NE,31173
"Valley County, NE",Valley,3.226,NE,31175
"Washington County, NE",Washington,3.199,NE,31177
"Wayne County, NE",Wayne,3.199,NE,31179
"Webster County, NE",Webster,3.226,NE,31181
"Wheeler County, NE",Wheeler,3.226,NE,31183
"York County, NE",York,3.226,NE,31185
"Carson City County, NV",Carson City,3.82,NV,32510
"Churchill County, NV",Churchill,3.944,NV,32001
"Clark County, NV",Clark,3.981,NV,32003
"Douglas County, NV",Douglas,4.629,NV,32005
"Elko County, NV",Elko,3.815,NV,32007
"Esmeralda County, NV",Esmeralda,3.977,NV,32009
"Eureka County, NV",Eureka,4.149,NV,32011
"Humboldt County, NV",Humboldt,3.672,NV,32013
"Lander County, NV",Lander,3.564,NV,32015
"Lincoln County, NV",Lincoln,3.977,NV,32017
"Lyon County, NV",Lyon,3.906,NV,32019
"Mineral County, NV",Mineral,4.212,NV,32021
"Nye County, NV",Nye,3.703,NV,32023
"Pershing County, NV",Pershing,3.977,NV,32027
"Storey County, NV",Storey,3.977,NV,32029
"Washoe County, NV",Washoe,4.252,NV,32031
"White Pine County, NV",White Pine,3.819,NV,32033
"Belknap County, NH",Belknap,3.307,NH,33001
"Carroll County, NH",Carroll,3.358,NH,33003
"Cheshire County, NH",Cheshire,3.452,NH,33005
"Coos County, NH",Coos,3.359,NH,33007
"Grafton County, NH",Grafton,3.364,NH,33009
"Hillsborough County, NH",Hillsborough,3.348,NH,33011
"Merrimack County, NH",Merrimack,3.37,NH,33013
"Rockingham County, NH",Rockingham,3.356,NH,33015
"Strafford County, NH",Strafford,3.368,NH,33017
"Sullivan County, NH",Sullivan,3.372,NH,33019
"Atlantic County, NJ",Atlantic,3.414,NJ,34001
"Bergen County, NJ",Bergen,3.42,NJ,34003
"Burlington County, NJ",Burlington,3.371,NJ,34005
"Camden County, NJ",Camden,3.369,NJ,34007
"Cape May County, NJ",Cape May,3.414,NJ,34009
"Cumberland County, NJ",Cumberland,3.446,NJ,34011
"Essex County, NJ",Essex,3.537,NJ,34013
"Gloucester County, NJ",Gloucester,3.401,NJ,34015
"Hudson County, NJ",Hudson,3.453,NJ,34017
"Hunterdon County, NJ",Hunterdon,3.468,NJ,34019
"Mercer County, NJ",Mercer,3.519,NJ,34021
"Middlesex County, NJ",Middlesex,3.423,NJ,34023
"Monmouth County, NJ",Monmouth,3.419,NJ,34025
"Morris County, NJ",Morris,3.446,NJ,34027
"Ocean County, NJ",Ocean,3.439,NJ,34029
"Passaic County, NJ",Passaic,3.451,NJ,34031
"Salem County, NJ",Salem,3.39,NJ,34033
"Somerset County, NJ",Somerset,3.498,NJ,34035
"Sussex County, NJ",Sussex,3.414,NJ,34037
"Union County, NJ",Union,3.439,NJ,34039
"Warren County, NJ",Warren,3.313,NJ,34041
"Bernalillo County, NM",Bernalillo,3.074,NM,35001
"Catron County, NM",Catron,3.346,NM,35003
"Chaves County, NM",Chaves,3.203,NM,35005
"Cibola County, NM",Cibola,3.334,NM,35006
"Colfax County, NM",Colfax,3.432,NM,35007
"Curry County, NM",Curry,3.265,NM,35009
"De Baca County, NM",De Baca,3.346,NM,35011
"Dona Ana County, NM",Dona Ana,3.512,NM,35013
"Eddy County, NM",Eddy,3.202,NM,35015
"Grant County, NM",Grant,3.795,NM,35017
"Guadalupe County, NM",Guadalupe,3.279,NM,35019
"Harding County, NM",Harding,3.346,NM,35021
"Hidalgo County, NM",Hidalgo,3.346,NM,35023
"Lea County, NM",Lea,3.28,NM,35025
"Lincoln County, NM",Lincoln,3.432,NM,35027
"Los Alamos County, NM",Los Alamos,3.381,NM,35028
"Luna County, NM",Luna,3.565,NM,35029
"McKinley County, NM",McKinley,3.236,NM,35031
"Mora County, NM",Mora,3.346,NM,35033
"Otero County, NM",Otero,3.27,NM,35035
"Quay County, NM",Quay,3.346,NM,35037
"Rio Arriba County, NM",Rio Arriba,3.369,NM,35039
"Roosevelt County, NM",Roosevelt,3.346,NM,35041
"San Juan County, NM",San Juan,3.491,NM,35045
"San Miguel County, NM",San Miguel,3.279,NM,35047
"Sandoval County, NM",Sandoval,3.272,NM,35043
"Santa Fe County, NM",Santa Fe,3.359,NM,35049
"Sierra County, NM",Sierra,3.585,NM,35051
"Socorro County, NM",Socorro,3.346,NM,35053
"Taos County, NM",Taos,3.199,NM,35055
"Torrance County, NM",Torrance,3.346,NM,35057
"Union County, NM",Union,3.194,NM,35059
"Valencia County, NM",Valencia,3.329,NM,35061
"Albany County, NY",Albany,3.551,NY,36001
"Allegany County, NY",Allegany,3.555,NY,36003
"Bronx County, NY",Bronx,3.535,NY,36005
"Broome County, NY",Broome,3.508,NY,36007
"Cattaraugus County, NY",Cattaraugus,3.324,NY,36009
"Cayuga County, NY",Cayuga,3.559,NY,36011
"Chautauqua County, NY",Chautauqua,3.494,NY,36013
"Chemung County, NY",Chemung,3.448,NY,36015
"Chenango County, NY",Chenango,3.505,NY,36017
"Clinton County, NY",Clinton,3.668,NY,36019
"Columbia County, NY",Columbia,3.493,NY,36021
"Cortland County, NY",Cortland,3.483,NY,36023
"Delaware County, NY",Delaware,3.555,NY,36025
"Dutchess County, NY",Dutchess,3.569,NY,36027
"Erie County, NY",Erie,3.493,NY,36029
"Essex County, NY",Essex,3.642,NY,36031
"Franklin County, NY",Franklin,3.674,NY,36033
"Fulton County, NY",Fulton,3.578,NY,36035
"Genesee County, NY",Genesee,3.392,NY,36037
"Greene County, NY",Greene,3.577,NY,36039
"Hamilton County, NY",Hamilton,3.555,NY,36041
"Herkimer County, NY",Herkimer,3.633,NY,36043
"Jefferson County, NY",Jefferson,3.601,NY,36045
"Kings County, NY",Kings,3.581,NY,36047
"Lewis County, NY",Lewis,3.555,NY,36049
"Livingston County, NY",Livingston,3.529,NY,36051
"Madison County, NY",Madison,3.527,NY,36053
"Monroe County, NY",Monroe,3.507,NY,36055
"Montgomery County, NY",Montgomery,3.564,NY,36057
"Nassau County, NY",Nassau,3.518,NY,36059
"New York County, NY",New York,3.659,NY,36061
"Niagara County, NY",Niagara,3.359,NY,36063
"Oneida County, NY",Oneida,3.56,NY,36065
"Onondaga County, NY",Onondaga,3.47,NY,36067
"Ontario County, NY",Ontario,3.528,NY,36069
"Orange County, NY",Orange,3.503,NY,36071
"Orleans County, NY",Orleans,3.555,NY,36073
"Oswego County, NY",Oswego,3.517,NY,36075
"Otsego County, NY",Otsego,3.555,NY,36077
"Putnam County, NY",Putnam,3.507,NY,36079
"Queens County, NY",Queens,3.594,NY,36081
"Rensselaer County, NY",Rensselaer,3.511,NY,36083
"Richmond County, NY",Richmond,3.6,NY,36085
"Rockland County, NY",Rockland,3.539,NY,36087
"Saint Lawrence County, NY",St. Lawrence,3.697,NY,36089
"Saratoga County, NY",Saratoga,3.5,NY,36091
"Schenectady County, NY",Schenectady,3.494,NY,36093
"Schoharie County, NY",Schoharie,3.56,NY,36095
"Schuyler County, NY",Schuyler,3.555,NY,36097
"Seneca County, NY",Seneca,3.537,NY,36099
"Steuben County, NY",Steuben,3.49,NY,36101
"Suffolk County, NY",Suffolk,3.504,NY,36103
"Sullivan County, NY",Sullivan,3.518,NY,36105
"Tioga County, NY",Tioga,3.492,NY,36107
"Tompkins County, NY",Tompkins,3.539,NY,36109
"Ulster County, NY",Ulster,3.508,NY,36111
"Warren County, NY",Warren,3.556,NY,36113
"Washington County, NY",Washington,3.566,NY,36115
"Wayne County, NY",Wayne,3.54,NY,36117
"Westchester County, NY",Westchester,3.682,NY,36119
"Wyoming County, NY",Wyoming,3.535,NY,36121
"Yates County, NY",Yates,3.555,NY,36123
"Alamance County, NC",Alamance,3.294,NC,37001
"Alexander County, NC",Alexander,3.189,NC,37003
"Alleghany County, NC",Alleghany,3.213,NC,37005
"Anson County, NC",Anson,3.304,NC,37007
"Ashe County, NC",Ashe,3.213,NC,37009
"Avery County, NC",Avery,3.252,NC,37011
"Beaufort County, NC",Beaufort,3.007,NC,37013
"Bertie County, NC",Bertie,3.213,NC,37015
"Bladen County, NC",Bladen,3.213,NC,37017
"Brunswick County, NC",Brunswick,3.099,NC,37019
"Buncombe County, NC",Buncombe,3.264,NC,37021
"Burke County, NC",Burke,3.202,NC,37023
"Cabarrus County, NC",Cabarrus,3.183,NC,37025
"Caldwell County, NC",Caldwell,3.171,NC,37027
"Camden County, NC",Camden,3.129,NC,37029
"Carteret County, NC",Carteret,3.188,NC,37031
"Caswell County, NC",Caswell,3.213,NC,37033
"Catawba County, NC",Catawba,3.163,NC,37035
"Chatham County, NC",Chatham,3.185,NC,37037
"Cherokee County, NC",Cherokee,3.213,NC,37039
"Chowan County, NC",Chowan,3.213,NC,37041
"Clay County, NC",Clay,3.213,NC,37043
"Cleveland County, NC",Cleveland,3.158,NC,37045
"Columbus County, NC",Columbus,3.259,NC,37047
"Craven County, NC",Craven,3.11,NC,37049
"Cumberland County, NC",Cumberland,3.17,NC,37051
"Currituck County, NC",Currituck,3.225,NC,37053
"Dare County, NC",Dare,3.31,NC,37055
"Davidson County, NC",Davidson,3.137,NC,37057
"Davie County, NC",Davie,3.302,NC,37059
"Duplin County, NC",Duplin,3.187,NC,37061
"Durham County, NC",Durham,3.213,NC,37063
"Edgecombe County, NC",Edgecombe,3.159,NC,37065
"Forsyth County, NC",Forsyth,3.282,NC,37067
"Franklin County, NC",Franklin,3.266,NC,37069
"Gaston County, NC",Gaston,3.14,NC,37071
"Gates County, NC",Gates,3.213,NC,37073
"Graham County, NC",Graham,3.213,NC,37075
"Granville County, NC",Granville,3.276,NC,37077
"Greene County, NC",Greene,3.285,NC,37079
"Guilford County, NC",Guilford,3.186,NC,37081
"Halifax County, NC",Halifax,3.213,NC,37083
"Harnett County, NC",Harnett,3.085,NC,37085
"Haywood County, NC",Haywood,3.283,NC,37087
"Henderson County, NC",Henderson,3.311,NC,37089
"Hertford County, NC",Hertford,3.199,NC,37091
"Hoke County, NC",Hoke,3.159,NC,37093
"Hyde County, NC",Hyde,3.213,NC,37095
"Iredell County, NC",Iredell,3.191,NC,37097
"Jackson County, NC",Jackson,3.252,NC,37099
"Johnston County, NC",Johnston,3.261,NC,37101
"Jones County, NC",Jones,3.269,NC,37103
"Lee County, NC",Lee,3.075,NC,37105
"Lenoir County, NC",Lenoir,3.213,NC,37107
"Lincoln County, NC",Lincoln,3.097,NC,37109
"Macon County, NC",Macon,3.213,NC,37113
"Madison County, NC",Madison,3.311,NC,37115
"Martin County, NC",Martin,3.213,NC,37117
"McDowell County, NC",McDowell,3.175,NC,37111
"Mecklenburg County, NC",Mecklenburg,3.17,NC,37119
"Mitchell County, NC",Mitchell,3.213,NC,37121
"Montgomery County, NC",Montgomery,3.099,NC,37123
"Moore County, NC",Moore,3.178,NC,37125
"Nash County, NC",Nash,3.237,NC,37127
"New Hanover County, NC",New Hanover,3.245,NC,37129
"Northampton County, NC",Northampton,3.269,NC,37131
"Onslow County, NC",Onslow,3.118,NC,37133
"Orange County, NC",Orange,3.297,NC,37135
"Pamlico County, NC",Pamlico,3.169,NC,37137
"Pasquotank County, NC",Pasquotank,3.222,NC,37139
"Pender County, NC",Pender,3.228,NC,37141
"Perquimans County, NC",Perquimans,3.299,NC,37143
"Person County, NC",Person,3.213,NC,37145
"Pitt County, NC",Pitt,3.243,NC,37147
"Polk County, NC",Polk,3.299,NC,37149
"Randolph County, NC",Randolph,3.144,NC,37151
"Richmond County, NC",Richmond,3.275,NC,37153
"Robeson County, NC",Robeson,3.215,NC,37155
"Rockingham County, NC",Rockingham,3.207,NC,37157
"Rowan County, NC",Rowan,3.263,NC,37159
"Rutherford County, NC",Rutherford,3.279,NC,37161
"Sampson County, NC",Sampson,3.123,NC,37163
"Scotland County, NC",Scotland,3.213,NC,37165
"Stanly County, NC",Stanly,3.118,NC,37167
"Stokes County, NC",Stokes,3.294,NC,37169
"Surry County, NC",Surry,3.218,NC,37171
"Swain County, NC",Swain,3.285,NC,37173
"Transylvania County, NC",Transylvania,3.287,NC,37175
"Tyrrell County, NC",Tyrrell,3.299,NC,37177
"Union County, NC",Union,3.117,NC,37179
"Vance County, NC",Vance,3.213,NC,37181
"Wake County, NC",Wake,3.252,NC,37183
"Warren County, NC",Warren,3.199,NC,37185
"Washington County, NC",Washington,3.213,NC,37187
"Watauga County, NC",Watauga,3.262,NC,37189
"Wayne County, NC",Wayne,3.199,NC,37191
"Wilkes County, NC",Wilkes,3.209,NC,37193
"Wilson County, NC",Wilson,3.246,NC,37195
"Yadkin County, NC",Yadkin,3.249,NC,37197
"Yancey County, NC",Yancey,3.207,NC,37199
"Adams County, ND",Adams,3.196,ND,38001
"Barnes County, ND",Barnes,3.196,ND,38003
"Benson County, ND",Benson,3.196,ND,38005
"Billings County, ND",Billings,3.196,ND,38007
"Bottineau County, ND",Bottineau,3.196,ND,38009
"Bowman County, ND",Bowman,3.196,ND,38011
"Burke County, ND",Burke,3.196,ND,38013
"Burleigh County, ND",Burleigh,3.177,ND,38015
"Cass County, ND",Cass,3.182,ND,38017
"Cavalier County, ND",Cavalier,3.196,ND,38019
"Dickey County, ND",Dickey,3.196,ND,38021
"Divide County, ND",Divide,3.196,ND,38023
"Dunn County, ND",Dunn,3.196,ND,38025
"Eddy County, ND",Eddy,3.199,ND,38027
"Emmons County, ND",Emmons,3.196,ND,38029
"Foster County, ND",Foster,3.196,ND,38031
"Golden Valley County, ND",Golden Valley,3.196,ND,38033
"Grand Forks County, ND",Grand Forks,3.166,ND,38035
"Grant County, ND",Grant,3.196,ND,38037
"Griggs County, ND",Griggs,3.196,ND,38039
"Hettinger County, ND",Hettinger,3.196,ND,38041
"Kidder County, ND",Kidder,3.196,ND,38043
"Lamoure County, ND",Lamoure,3.196,ND,38045
"Logan County, ND",Logan,3.196,ND,38047
"McHenry County, ND",McHenry,3.196,ND,38049
"McIntosh County, ND",McIntosh,3.196,ND,38051
"McKenzie County, ND",McKenzie,3.196,ND,38053
"McLean County, ND",McLean,3.196,ND,38055
"Mercer County, ND",Mercer,3.196,ND,38057
"Morton County, ND",Morton,3.186,ND,38059
"Mountrail County, ND",Mountrail,3.196,ND,38061
"Nelson County, ND",Nelson,3.196,ND,38063
"Oliver County, ND",Oliver,3.196,ND,38065
"Pembina County, ND",Pembina,3.196,ND,38067
"Pierce County, ND",Pierce,3.199,ND,38069
"Ramsey County, ND",Ramsey,3.208,ND,38071
"Ransom County, ND",Ransom,3.196,ND,38073
"Renville County, ND",Renville,3.196,ND,38075
"Richland County, ND",Richland,3.196,ND,38077
"Rolette County, ND",Rolette,3.196,ND,38079
"Sargent County, ND",Sargent,3.196,ND,38081
"Sheridan County, ND",Sheridan,3.196,ND,38083
"Sioux County, ND",Sioux,3.196,ND,38085
"Slope County, ND",Slope,3.196,ND,38087
"Stark County, ND",Stark,3.196,ND,38089
"Steele County, ND",Steele,3.196,ND,38091
"Stutsman County, ND",Stutsman,3.196,ND,38093
"Towner County, ND",Towner,3.189,ND,38095
"Traill County, ND",Traill,3.149,ND,38097
"Walsh County, ND",Walsh,3.196,ND,38099
"Ward County, ND",Ward,3.205,ND,38101
"Wells County, ND",Wells,3.196,ND,38103
"Williams County, ND",Williams,3.199,ND,38105
"Adams County, OH",Adams,3.349,OH,39001
"Allen County, OH",Allen,3.184,OH,39003
"Ashland County, OH",Ashland,3.196,OH,39005
"Ashtabula County, OH",Ashtabula,3.171,OH,39007
"Athens County, OH",Athens,3.35,OH,39009
"Auglaize County, OH",Auglaize,3.223,OH,39011
"Belmont County, OH",Belmont,3.308,OH,39013
"Brown County, OH",Brown,3.346,OH,39015
"Butler County, OH",Butler,3.225,OH,39017
"Carroll County, OH",Carroll,3.251,OH,39019
"Champaign County, OH",Champaign,3.271,OH,39021
"Clark County, OH",Clark,3.123,OH,39023
"Clermont County, OH",Clermont,3.296,OH,39025
"Clinton County, OH",Clinton,3.292,OH,39027
"Columbiana County, OH",Columbiana,3.232,OH,39029
"Coshocton County, OH",Coshocton,3.276,OH,39031
"Crawford County, OH",Crawford,3.24,OH,39033
"Cuyahoga County, OH",Cuyahoga,3.298,OH,39035
"Darke County, OH",Darke,3.218,OH,39037
"Defiance County, OH",Defiance,3.3,OH,39039
"Delaware County, OH",Delaware,3.283,OH,39041
"Erie County, OH",Erie,3.145,OH,39043
"Fairfield County, OH",Fairfield,3.287,OH,39045
"Fayette County, OH",Fayette,3.214,OH,39047
"Franklin County, OH",Franklin,3.263,OH,39049
"Fulton County, OH",Fulton,3.288,OH,39051
"Gallia County, OH",Gallia,3.293,OH,39053
"Geauga County, OH",Geauga,3.315,OH,39055
"Greene County, OH",Greene,3.187,OH,39057
"Guernsey County, OH",Guernsey,3.2,OH,39059
"Hamilton County, OH",Hamilton,3.265,OH,39061
"Hancock County, OH",Hancock,3.221,OH,39063
"Hardin County, OH",Hardin,3.122,OH,39065
"Harrison County, OH",Harrison,3.251,OH,39067
"Henry County, OH",Henry,3.238,OH,39069
"Highland County, OH",Highland,3.154,OH,39071
"Hocking County, OH",Hocking,3.239,OH,39073
"Holmes County, OH",Holmes,3.289,OH,39075
"Huron County, OH",Huron,3.281,OH,39077
"Jackson County, OH",Jackson,3.326,OH,39079
"Jefferson County, OH",Jefferson,3.325,OH,39081
"Knox County, OH",Knox,3.301,OH,39083
"Lake County, OH",Lake,3.279,OH,39085
"Lawrence County, OH",Lawrence,3.13,OH,39087
"Licking County, OH",Licking,3.244,OH,39089
"Logan County, OH",Logan,3.219,OH,39091
"Lorain County, OH",Lorain,3.235,OH,39093
"Lucas County, OH",Lucas,3.18,OH,39095
"Madison County, OH",Madison,3.337,OH,39097
"Mahoning County, OH",Mahoning,3.244,OH,39099
"Marion County, OH",Marion,3.301,OH,39101
"Medina County, OH",Medina,3.3,OH,39103
"Meigs County, OH",Meigs,3.162,OH,39105
"Mercer County, OH",Mercer,3.162,OH,39107
"Miami County, OH",Miami,3.122,OH,39109
"Monroe County, OH",Monroe,3.314,OH,39111
"Montgomery County, OH",Montgomery,3.201,OH,39113
"Morgan County, OH",Morgan,3.251,OH,39115
"Morrow County, OH",Morrow,3.302,OH,39117
"Muskingum County, OH",Muskingum,3.282,OH,39119
"Noble County, OH",Noble,3.251,OH,39121
"Ottawa County, OH",Ottawa,3.255,OH,39123
"Paulding County, OH",Paulding,3.309,OH,39125
"Perry County, OH",Perry,3.279,OH,39127
"Pickaway County, OH",Pickaway,3.236,OH,39129
"Pike County, OH",Pike,3.289,OH,39131
"Portage County, OH",Portage,3.234,OH,39133
"Preble County, OH",Preble,3.252,OH,39135
"Putnam County, OH",Putnam,3.251,OH,39137
"Richland County, OH",Richland,3.287,OH,39139
"Ross County, OH",Ross,3.202,OH,39141
"Sandusky County, OH",Sandusky,3.274,OH,39143
"Scioto County, OH",Scioto,3.291,OH,39145
"Seneca County, OH",Seneca,3.279,OH,39147
"Shelby County, OH",Shelby,3.094,OH,39149
"Stark County, OH",Stark,3.162,OH,39151
"Summit County, OH",Summit,3.278,OH,39153
"Trumbull County, OH",Trumbull,3.236,OH,39155
"Tuscarawas County, OH",Tuscarawas,3.29,OH,39157
"Union County, OH",Union,3.252,OH,39159
"Van Wert County, OH",Van Wert,3.251,OH,39161
"Vinton County, OH",Vinton,3.251,OH,39163
"Warren County, OH",Warren,3.174,OH,39165
"Washington County, OH",Washington,3.239,OH,39167
"Wayne County, OH",Wayne,3.268,OH,39169
"Williams County, OH",Williams,3.3,OH,39171
"Wood County, OH",Wood,3.253,OH,39173
"Wyandot County, OH",Wyandot,3.326,OH,39175
"Adair County, OK",Adair,2.949,OK,40001
"Alfalfa County, OK",Alfalfa,2.949,OK,40003
"Atoka County, OK",Atoka,3.018,OK,40005
"Beaver County, OK",Beaver,2.949,OK,40007
"Beckham County, OK",Beckham,2.997,OK,40009
"Blaine County, OK",Blaine,3.049,OK,40011
"Bryan County, OK",Bryan,2.959,OK,40013
"Caddo County, OK",Caddo,2.939,OK,40015
"Canadian County, OK",Canadian,2.876,OK,40017
"Carter County, OK",Carter,3.015,OK,40019
"Cherokee County, OK",Cherokee,3.095,OK,40021
"Choctaw County, OK",Choctaw,2.949,OK,40023
"Cimarron County, OK",Cimarron,2.949,OK,40025
"Cleveland County, OK",Cleveland,2.894,OK,40027
"Coal County, OK",Coal,2.949,OK,40029
"Comanche County, OK",Comanche,2.792,OK,40031
"Cotton County, OK",Cotton,2.949,OK,40033
"Craig County, OK",Craig,2.963,OK,40035
"Creek County, OK",Creek,2.959,OK,40037
"Custer County, OK",Custer,2.949,OK,40039
"Delaware County, OK",Delaware,3.016,OK,40041
"Dewey County, OK",Dewey,2.949,OK,40043
"Ellis County, OK",Ellis,2.949,OK,40045
"Garfield County, OK",Garfield,2.856,OK,40047
"Garvin County, OK",Garvin,2.949,OK,40049
"Grady County, OK",Grady,2.942,OK,40051
"Grant County, OK",Grant,2.949,OK,40053
"Greer County, OK",Greer,2.949,OK,40055
"Harmon County, OK",Harmon,2.949,OK,40057
"Harper County, OK",Harper,2.949,OK,40059
"Haskell County, OK",Haskell,2.949,OK,40061
"Hughes County, OK",Hughes,3.252,OK,40063
"Jackson County, OK",Jackson,3.046,OK,40065
"Jefferson County, OK",Jefferson,3.094,OK,40067
"Johnston County, OK",Johnston,2.949,OK,40069
"Kay County, OK",Kay,2.951,OK,40071
"Kingfisher County, OK",Kingfisher,3.142,OK,40073
"Kiowa County, OK",Kiowa,2.949,OK,40075
"Latimer County, OK",Latimer,2.999,OK,40077
"Le Flore County, OK",Le Flore,2.949,OK,40079
"Lincoln County, OK",Lincoln,2.972,OK,40081
"Logan County, OK",Logan,3.092,OK,40083
"Love County, OK",Love,2.949,OK,40085
"Major County, OK",Major,2.949,OK,40093
"Marshall County, OK",Marshall,3.039,OK,40095
"Mayes County, OK",Mayes,2.971,OK,40097
"McClain County, OK",McClain,3.055,OK,40087
"McCurtain County, OK",McCurtain,2.866,OK,40089
"McIntosh County, OK",McIntosh,2.999,OK,40091
"Murray County, OK",Murray,3.094,OK,40099
"Muskogee County, OK",Muskogee,2.931,OK,40101
"Noble County, OK",Noble,2.949,OK,40103
"Nowata County, OK",Nowata,2.949,OK,40105
"Okfuskee County, OK",Okfuskee,2.949,OK,40107
"Oklahoma County, OK",Oklahoma,2.915,OK,40109
"Okmulgee County, OK",Okmulgee,2.912,OK,40111
"Osage County, OK",Osage,2.977,OK,40113
"Ottawa County, OK",Ottawa,2.976,OK,40115
"Pawnee County, OK",Pawnee,2.964,OK,40117
"Payne County, OK",Payne,2.838,OK,40119
"Pittsburg County, OK",Pittsburg,2.982,OK,40121
"Pontotoc County, OK",Pontotoc,3.066,OK,40123
"Pottawatomie County, OK",Pottawatomie,2.882,OK,40125
"Pushmataha County, OK",Pushmataha,2.949,OK,40127
"Roger Mills County, OK",Roger Mills,2.949,OK,40129
"Rogers County, OK",Rogers,2.982,OK,40131
"Seminole County, OK",Seminole,2.953,OK,40133
"Sequoyah County, OK",Sequoyah,2.968,OK,40135
"Stephens County, OK",Stephens,3.095,OK,40137
"Texas County, OK",Texas,2.949,OK,40139
"Tillman County, OK",Tillman,2.949,OK,40141
"Tulsa County, OK",Tulsa,2.932,OK,40143
"Wagoner County, OK",Wagoner,2.944,OK,40145
"Washington County, OK",Washington,2.972,OK,40147
"Washita County, OK",Washita,2.949,OK,40149
"Woods County, OK",Woods,2.949,OK,40151
"Woodward County, OK",Woodward,3.052,OK,40153
"Baker County, OR",Baker,3.766,OR,41001
"Benton County, OR",Benton,3.647,OR,41003
"Clackamas County, OR",Clackamas,3.703,OR,41005
"Clatsop County, OR",Clatsop,3.815,OR,41007
"Columbia County, OR",Columbia,3.757,OR,41009
"Coos County, OR",Coos,3.972,OR,41011
